raw_emg,filtered_emg
143.0,0.1960183111186775
131.0,-3.769981386185775
169.0,4.309806875645351
162.0,2.243803887976029
147.0,-4.019246604890762
177.0,2.937547235695784
182.0,3.258061835993019
159.0,-4.32045738791704
186.0,0.6249850281564755
193.0,2.3638994272568588
174.0,-6.519977995894086
186.0,-1.9344166689612095
214.0,6.763081257924823
187.0,0.00014455554665472603
194.0,-3.5410630458978924
213.0,1.9392185648158318
197.0,0.08468107753011134
198.0,-1.9656134464739148
215.0,1.567163660584169
202.0,-0.3152539772929331
198.0,-1.9554642690946602
219.0,2.448927163383322
202.0,1.5825160609752495
207.0,-2.16425214699019
210.0,0.5546978337751086
213.0,1.6774738655142643
208.0,-2.1285961874774264
212.0,-1.980972816258874
219.0,0.35338587933305377
217.0,0.2158324497140977
223.0,1.8898407368405314
229.0,3.462701562269576
228.0,0.3368860011326563
224.0,-1.7229100721867547
235.0,-0.8774752944826393
233.0,-1.616826725856585
233.0,-0.7714087868592954
242.0,0.9624493977844197
242.0,-3.195685253049133
229.0,-5.879322764924864
252.0,1.2439664896967948
255.0,7.798391287666122
241.0,4.022068135970632
255.0,-3.4480308739197296
239.0,-2.2318792479020124
251.0,6.416080019826949
260.0,6.327837250827268
247.0,-1.1777141705743817
238.0,-1.1920418822585392
254.0,-5.353311131423744
241.0,-16.863358107242426
222.0,-5.43305971299187
307.0,17.70601827632505
246.0,10.932829181741837
260.0,-5.917979599900965
267.0,0.2647895626470286
263.0,4.995768919492357
266.0,-5.5800217303632325
256.0,-6.298559255731906
271.0,-0.038923504826805705
276.0,-5.139383541759381
248.0,-5.99932890107474
305.0,6.825248062811388
278.0,12.492550657063113
290.0,5.444186327844193
281.0,-2.235248182062554
288.0,-7.165575218042772
260.0,-6.205879763015808
327.0,0.7202857110160117
250.0,1.1817987384532405
333.0,-5.30668203597918
256.0,-1.3622882549280608
326.0,10.623360167671681
299.0,9.68487389862637
290.0,0.6426257837998763
290.0,-2.012747970999169
290.0,-8.925049261895136
264.0,-17.189129056348982
291.0,-4.440912553452915
306.0,13.46051046660876
301.0,8.316944753422094
291.0,-2.899258532785043
295.0,-2.8985419862401907
298.0,-5.6438020727154665
296.0,-4.561288051731156
318.0,14.868843332228046
334.0,22.112443500214226
311.0,-1.453021877559625
282.0,-16.79860606216992
317.0,-7.363954573598901
310.0,-0.24363308998911953
309.0,3.9336462318675123
332.0,13.144151765778942
326.0,8.213884314763511
288.0,-8.880509636251372
313.0,-15.189663969445247
289.0,-10.94052547936537
323.0,1.653135323643165
319.0,19.67339471574878
336.0,13.381582753124336
296.0,-14.465650961613726
295.0,-11.099233218214007
337.0,17.701636182572994
339.0,12.800166552292389
288.0,-15.168583768975928
314.0,-19.132714109564432
332.0,-5.3675732502333915
332.0,13.022395856860467
376.0,32.74522060624093
390.0,24.67438184458388
311.0,-12.705498210684919
341.0,-39.44285873758965
325.0,-41.03101642373597
332.0,-20.259016187657917
424.0,22.520702248449965
402.0,51.237421214512665
420.0,24.208964295992196
335.0,-27.569379023797946
338.0,-36.24623165187081
353.0,-6.314279554486571
360.0,2.7141117949561937
346.0,-9.906493685227183
310.0,-2.66917050026628
387.0,17.97916100091638
329.0,26.178525175013988
325.0,13.849194502097694
343.0,-19.60124412332291
248.0,-33.067746987533354
335.0,-2.1084997536046863
359.0,4.7464799295190545
289.0,-23.92708070976106
364.0,-0.5330991337475053
386.0,42.27751940031655
401.0,5.921986285397171
275.0,-40.995180723037436
401.0,-9.97249174237524
371.0,26.534395885199892
379.0,22.71487038887828
389.0,33.098756642266366
362.0,30.339046466188087
301.0,-37.67364041503333
247.0,-75.22373271591559
288.0,-5.409813424887496
420.0,59.54583855705917
313.0,36.776696270929975
362.0,12.501446399079999
364.0,27.384314063996637
366.0,7.145121392891233
324.0,-50.113601889040005
352.0,-58.519989476381625
435.0,4.479771683699935
