raw_emg,raw_ax,raw_ay,raw_az,raw_gx,raw_gy,raw_gz
6.0000,-0.3091,-0.2646,0.7942,-26.1908,16.5573,-48.0229
24.0000,-0.3091,-0.2676,0.7891,-3.9618,26.9160,-48.2901
96.0000,-0.3064,-0.2769,0.7949,-4.2672,10.3359,-50.7557
119.0000,-0.3083,-0.2720,0.7878,-7.2137,0.6183,1.7786
148.0000,-0.3157,-0.2795,0.7979,-7.3588,0.7634,0.8244
168.0000,-0.3149,-0.2871,0.7986,-7.1527,0.8092,0.5878
169.0000,-0.3044,-0.2893,0.8103,-6.8626,0.6489,0.5878
139.0000,-0.3071,-0.2920,0.8044,-6.5573,1.0000,0.5267
191.0000,-0.2991,-0.2959,0.8047,-6.0305,1.6183,0.3740
178.0000,-0.3064,-0.2908,0.8000,-5.4275,1.7252,0.1145
194.0000,-0.3135,-0.3086,0.8091,-4.8702,1.2443,-0.2672
172.0000,-0.3076,-0.2998,0.8057,-3.7328,1.5802,-0.2137
202.0000,-0.3030,-0.3022,0.8049,-3.2977,1.8015,-0.2366
195.0000,-0.3132,-0.2896,0.8110,-2.9924,1.7405,-0.2901
194.0000,-0.3188,-0.2878,0.8157,-3.4122,1.6794,-0.1756
205.0000,-0.3181,-0.2942,0.8167,-3.1832,1.7863,-0.1985
195.0000,-0.3220,-0.2986,0.8105,-2.9695,1.8473,-0.0916
191.0000,-0.3220,-0.2930,0.8193,-3.0916,1.7939,-0.2214
212.0000,-0.3193,-0.2957,0.8079,-2.7786,1.5344,-0.0992
192.0000,-0.3181,-0.2871,0.8066,-2.7481,1.5344,-0.1603
221.0000,-0.3215,-0.2996,0.8054,-2.6641,1.4198,0.0382
210.0000,-0.3262,-0.2944,0.7996,-3.1985,1.1603,-0.1603
206.0000,-0.3154,-0.2825,0.7979,-3.5267,1.0000,-0.4733
206.0000,-0.3181,-0.2854,0.8025,-3.9160,0.8931,-0.7634
186.0000,-0.3159,-0.2861,0.7993,-4.8168,0.8779,-0.9313
249.0000,-0.3210,-0.2886,0.7922,-5.3053,0.9237,-0.9847
209.0000,-0.3215,-0.2839,0.8022,-5.6412,1.2443,-0.9847
216.0000,-0.3276,-0.2832,0.8044,-5.7939,1.5191,-1.1069
231.0000,-0.3333,-0.2793,0.8171,-6.6718,1.5649,-1.0534
225.0000,-0.3374,-0.2898,0.8081,-6.4962,1.1069,-0.8931
226.0000,-0.3286,-0.2729,0.8108,-5.8702,1.0916,-0.4275
234.0000,-0.3257,-0.2832,0.8074,-5.6260,0.6260,-0.2901
192.0000,-0.3198,-0.2813,0.8247,-4.5649,0.0229,-0.2137
263.0000,-0.3276,-0.2883,0.8262,-5.2366,-0.0992,0.1298
220.0000,-0.3145,-0.2805,0.8242,-5.9313,-0.3130,0.5038
244.0000,-0.3091,-0.2908,0.8152,-5.5573,-0.9466,0.5573
236.0000,-0.3103,-0.2917,0.8206,-6.2137,-1.4580,0.7634
267.0000,-0.2966,-0.2964,0.8262,-5.9389,-2.2061,0.7023
238.0000,-0.3052,-0.3010,0.8428,-5.8092,-2.5878,0.6412
151.0000,-0.3083,-0.3049,0.8437,-6.1374,-3.1298,1.1221
330.0000,-0.3145,-0.3022,0.8413,-6.3969,-3.9237,1.3817
222.0000,-0.3115,-0.3113,0.8564,-5.2366,-4.5191,1.7023
235.0000,-0.3113,-0.3127,0.8928,-2.7481,-5.8550,2.1832
