raw_emg,raw_ax,raw_ay,raw_az,raw_gx,raw_gy,raw_gz
4.0000,-0.3335,-0.2651,0.7979,1.9618,27.9084,-46.4962
4.0000,-0.3296,-0.2620,0.7825,1.5420,8.3282,-49.3206
4.0000,-0.3247,-0.2617,0.7854,-1.1985,0.9389,1.3359
5.0000,-0.3286,-0.2617,0.7891,-2.5725,1.0382,0.1450
4.0000,-0.3298,-0.2734,0.7847,-3.7557,1.0992,0.1603
28.0000,-0.3193,-0.2744,0.7905,-4.5344,0.9466,0.1756
139.0000,-0.3220,-0.2771,0.7969,-4.5725,0.8855,0.8397
147.0000,-0.3235,-0.2788,0.7996,-4.5878,0.8702,0.7099
149.0000,-0.3242,-0.2830,0.7993,-4.5725,1.3893,0.6107
157.0000,-0.3228,-0.2820,0.8086,-4.2519,1.5649,0.3435
183.0000,-0.3245,-0.2903,0.8040,-3.8015,1.5344,0.3740
171.0000,-0.3186,-0.2959,0.8088,-3.2748,1.5878,0.3817
177.0000,-0.3218,-0.2900,0.8005,-2.2901,1.9084,0.4962
170.0000,-0.3137,-0.2932,0.7952,-1.5267,2.1603,0.1221
209.0000,-0.3103,-0.2913,0.7891,-1.4504,2.3740,-0.2366
188.0000,-0.3191,-0.2883,0.7922,-1.0153,2.3511,-0.4351
197.0000,-0.3201,-0.2917,0.7898,-1.0000,2.0382,-0.4580
197.0000,-0.3250,-0.2913,0.7864,-1.2519,1.7939,-0.7023
204.0000,-0.3196,-0.2905,0.7949,-1.1221,1.5496,-0.7328
216.0000,-0.3235,-0.2886,0.7983,-1.1450,1.6336,-0.4351
208.0000,-0.3213,-0.2854,0.7988,-1.6870,1.7557,-0.2137
196.0000,-0.3167,-0.2827,0.8022,-1.8397,1.9237,-0.1985
220.0000,-0.3274,-0.2773,0.7974,-1.7634,1.4885,-0.0305
228.0000,-0.3291,-0.2798,0.8015,-1.7176,1.3206,0.1298
201.0000,-0.3186,-0.2798,0.7983,-2.0382,0.8626,0.0076
227.0000,-0.3284,-0.2773,0.8047,-2.1145,0.5344,-0.3588
240.0000,-0.3274,-0.2761,0.7959,-2.1832,0.7710,-0.5725
209.0000,-0.3250,-0.2810,0.7849,-1.8168,0.9160,-0.6489
230.0000,-0.3313,-0.2720,0.7837,-1.5649,0.6870,-0.4351
237.0000,-0.3289,-0.2695,0.7930,-1.1145,0.7252,-0.3588
217.0000,-0.3196,-0.2717,0.7876,-1.4351,0.9160,-0.4656
223.0000,-0.3318,-0.2759,0.7976,-1.9542,1.7786,-0.3969
246.0000,-0.3276,-0.2708,0.7903,-1.6565,1.9924,-0.1298
248.0000,-0.3298,-0.2739,0.7932,-1.7176,1.8702,0.3053
227.0000,-0.3257,-0.2737,0.7964,-1.6794,2.0611,0.4427
