raw_emg,filtered_emg
194.0,0.49223937592566624
195.0,3.7642860937684324
201.0,8.828569845763274
199.0,5.6919294084657786
184.0,-3.6965823153415767
188.0,-4.7600367617280925
191.0,0.7181181535939138
195.0,0.8023726977806224
187.0,-2.059067682877992
201.0,-0.43953442474362436
195.0,2.0126722904806673
202.0,-0.37565251520136933
201.0,-4.081566931457335
200.0,-2.083529393056261
217.0,3.870124235032957
213.0,4.49639733342396
212.0,-1.4237936277329846
213.0,-3.5763062892646267
215.0,2.2437969583953867
225.0,5.3402231421876944
214.0,-0.7298047995504497
217.0,-4.874364077036731
210.0,-0.5874943355721258
232.0,1.3695226309835584
208.0,-2.2949288168783255
223.0,-2.2939521266422114
229.0,1.4212847296283946
221.0,3.1710067595171094
235.0,2.367365019598521
229.0,-0.7566338547527054
227.0,-2.5647212188130566
235.0,-0.29108188748161784
239.0,-0.6659886793414477
229.0,-4.71142031828319
242.0,-2.7756860349553096
245.0,4.5515783183874685
251.0,7.556564136639397
253.0,4.595080007459018
237.0,-1.2352839796416821
256.0,-6.244817406846106
227.0,-4.792653750955997
265.0,-0.48850388056781424
246.0,-1.4347113447326658
250.0,-2.0313837331923548
266.0,3.168353061867955
263.0,5.816685725447467
259.0,2.271048004050153
269.0,-0.5963234650584923
261.0,0.9715037182991975
265.0,2.9233809274192666
276.0,-0.5762464848094062
249.0,-6.429706168319664
271.0,-6.614823122710028
264.0,-2.4961525367567585
272.0,1.2182457647245672
277.0,4.933720737919084
282.0,7.344032965948581
277.0,5.170491690343135
272.0,-2.3049907093681408
269.0,-10.015774171890943
266.0,-6.403469340712996
285.0,6.941412376958537
289.0,8.345196007669326
271.0,-5.473782333507694
272.0,-9.053411397835562
285.0,4.139398804222494
298.0,10.855746471223165
276.0,0.9359118894279098
288.0,-7.833300963799488
285.0,0.5087019334244971
291.0,11.171757949001064
313.0,0.0791001945896394
256.0,-16.99545975829326
297.0,-10.455994592359183
307.0,4.582474891011201
298.0,5.321395742856507
316.0,4.2210821327240025
306.0,6.494427599057778
314.0,1.2891041900011782
298.0,-1.3042463869535885
317.0,3.7751200228259325
299.0,-3.2856682711023235
301.0,-12.797182430360234
306.0,4.3137036260228525
323.0,17.937881593255288
322.0,-8.551443793765543
256.0,-25.697377159176973
338.0,3.420257977770511
333.0,20.5998116121252
310.0,0.04298985846046958
316.0,-6.0929512118697255
333.0,8.670032674427784
320.0,4.350567760503526
308.0,-11.617824650070927
320.0,-8.375949206591049
323.0,7.00772115815642
325.0,8.46577406507591
333.0,-4.930029527614458
289.0,-10.21530217710928
337.0,-1.5921777657932539
327.0,6.659573137329415
333.0,12.825720552457682
338.0,11.209516956083146
336.0,-10.212703171595045
283.0,-24.74681746401157
355.0,-6.050058193919938
344.0,15.329642816337781
366.0,12.914057441599352
340.0,0.7166625946761721
353.0,-12.055981909641998
334.0,-14.34970619091609
358.0,8.859658551216029
401.0,26.74568706141275
345.0,5.633602759313195
352.0,-17.641448900574858
342.0,-6.732854617493739
362.0,3.4367669763397934
